Name,Contract__r.Name,Contract__r.Account__r.Account_Code__c,Contract__r.Account__r.Nhom_Khu_vuc_KH__c,Contract__r.Account__r.BillingAddress,Product__r.STONE_Color_Type__c,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Segment__c,Created_Date__c,Delivery_Date__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,m3__c,ml__c,Tons__c,Sales_Price__c,Charge_Unit__c,Total_Price_USD__c
Dark Grey Granite Tile 90603,05/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0900600030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2020-05-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",90,60,3,575,23,310.5,9.32,517.5,27.01,23.6,USD/M2,7327.8
Dark Grey Granite Stair 1003515 (10),03/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-1000350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2020-04-01,"Dark Grey Granite Block Stair G654   5 sides flamed, bottom sawn",100,35,15,90,9,31.5,4.73,90,13.7,35.18,USD/PC,3166.2
Dark Grey Granite Tile 60403,03/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0600400030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2020-04-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",60,40,3,680,10,163.2,4.9,408,14.2,21.22,USD/M2,3463.1
Black Basalt Palisade 1001212 (32),02/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-1000120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-04-01,Black Basalt Palisade  All sides sawn and middle  picked (cleaved).,100,12,12,128,4,15.36,1.84,128,4.98,6.48,USD/PC,829.44
Black Basalt Palisade 501212 (72),02/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0500120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-04-01,Black Basalt Palisade All sides sawn + pineappled,50,12,12,192,3,11.52,1.38,96,3.73,2.99,USD/PC,574.08
Black Basalt Cubic 999 (726),02/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2020-04-01,Black Basalt Cubic All sides natural split,9,9,9,10890,15,88.21,7.94,980.1,18.93,24.75,USD/M2,2183.17
Black Basalt Palisade 751212 (45),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0750120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-03-01,Black Basalt Palisade All sides sawn + pineappled,75,12,12,45,1,4.05,0.49,33.75,1.31,4.97,USD/PC,223.65
Black Basalt Palisade 501212 (72),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0500120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-03-01,Black Basalt Palisade All sides sawn + pineappled,50,12,12,64,1,3.84,0.46,32,1.24,3.24,USD/PC,207.36
Absolute Basalt Stair 1253515 (8),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1DOX0-1250350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt, xịt nước, cạnh dài vạt mép 6mm, cạnh ngắn vạt mép 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",125,35,15,32,4,14,2.1,40,6.2,63.82,USD/PC,2042.24
Absolute Basalt Stair 1003515 (8),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1DOX0-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,35,15,90,9,31.5,4.73,90,13.94,51.05,USD/PC,4594.5
Absolute Basalt Stair 1253515 (8),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1250350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Stairs Front side natural split, other sides flamed + water jet, beveled 3mm",125,35,15,32,4,14,2.1,40,6.2,65.51,USD/PC,2096.32
Absolute Basalt Stair 1003515 (10),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1CTA2-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-Mặt trước chẻ tay tự nhiên, các cạnh còn lại đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Stairs Front side natural split, other sides flamed waterjet finished, beveled 3mm",100,35,15,90,9,31.5,4.73,90,13.94,52.41,USD/PC,4716.9
Absolute Basalt Palisade 150258 (14),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1500250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",150,25,8,42,3,15.75,1.26,63,3.72,30.23,USD/PC,1269.66
Absolute Basalt Palisade 100258 (20),11/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1000250080,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,100,25,8,60,3,15,1.2,60,3.54,19.52,USD/PC,1171.2
Black Basalt Palisade 1002510 (20),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-1000250100,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-03-01,Black Basalt Palisade  All sides sawn and middle  picked (All sides sawn + pineappled),100,25,10,54,3,13.5,1.35,54,3.65,11.75,USD/PC,634.5
Black Basalt Palisade 752510 (20),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0750250100,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-03-01,Black Basalt Palisade All sides sawn + pineappled,75,25,10,40,2,7.5,0.75,30,2.03,8.44,USD/PC,337.6
Black Basalt Palisade 502510 (36),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0500250100,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2020-03-01,Black Basalt Palisade All sides sawn + pineappled,50,25,10,72,2,9,0.9,36,2.43,5.5,USD/PC,396
Black Basalt Cubic 555 (4000),01/A-X269/20,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0050050050,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2020-03-01,Basalt Cubes  All side cleft (natural split),5,5,5,48000,12,120,6,2400,15.9,16.25,USD/M2,1950
Absolute Basalt Palisade 2502015 (2),10/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-2500200150,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3mm",Super premium,2023-11-13,2021-08-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",250,20,15,2,1,1,0.15,5,0.44,150,USD/PC,300
Absolute Basalt Stair 1003515 (8),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1DOX0-1000350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,35,15,112,14,39.2,5.88,112,17.35,50.09,USD/PC,5610.08
Absolute Basalt Stair 503515 (10),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD4.1DOX0-0500350150,STAIR,"BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",50,35,15,40,4,7,1.05,20,3.1,22.55,USD/PC,902
Absolute Basalt Palisade 1001212 (32),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-1000120120,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Premium,2023-11-13,2021-08-01,"Absolute Basalt Palisade All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",100,12,12,224,7,26.88,3.23,224,9.52,14.67,USD/PC,3286.08
Absolute Basalt Palisade 501212 (64),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD3.1DOX0-0500120120,PALISADE,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 3mm",Premium,2023-11-13,2021-08-01,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled",50,12,12,128,2,7.68,0.92,64,2.72,6.65,USD/PC,851.2
Dark Grey Granite Palisades 100206 (30),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-1000200060,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm",Premium,2023-11-13,2021-08-01,"Dark Grey Granite Palisade All sides sawn and flamed, all edges beveled 3mm",100,20,6,810,27,162,9.72,810,28.19,13.24,USD/PC,10724.4
Absolute Basalt Cubic 10108 (700),09/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",ABSOLUTE BASALT,BD1.1DOX3-0100100080,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa.",Common,2023-11-13,2021-08-01,"Absolute Black Basalt Cobble  Top sides flamed and waterjet, 4  sides split & bottom sawn",10,10,8,36400,52,364,29.12,3640,77.31,46.4,USD/M2,16889.6
Black Basalt Palisade 1002510 (20),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-1000250100,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2021-08-01,Black Basalt Palisade  All sides sawn and middle  picked (All sides sawn + pineappled),100,25,10,40,2,10,1,40,2.7,11.75,USD/PC,470
Black Basalt Palisade 1501212 (24),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-1500120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2021-08-01,Black Basalt Palisade  All sides sawn and middle picked (All sides sawn + pineappled).,150,12,12,24,1,4.32,0.52,36,1.4,11.23,USD/PC,269.52
Black Basalt Palisade 751212 (45),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0750120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2021-08-01,Black Basalt Palisade All sides sawn + pineappled,75,12,12,45,1,4.05,0.49,33.75,1.31,4.97,USD/PC,223.65
Black Basalt Palisade 501212 (72),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX3.1CLO0-0500120120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",Common,2023-11-13,2021-08-01,Black Basalt Palisade All sides sawn + pineappled,50,12,12,64,1,3.84,0.46,32,1.24,3.24,USD/PC,207.36
Black Basalt Cubic 161616 (144),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0160160160,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-08-01,Black Basalt Cubes All sides natural split,16,16,16,1152,8,29.49,4.72,184.32,11.25,39.2,USD/M2,1156.06
Black Basalt Cubic 999 (726),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0090090090,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-08-01,Black Basalt Cubic All sides natural split,9,9,9,12342,17,99.97,9,1110.78,21.46,24.75,USD/M2,2474.26
Black Basalt Cubic 555 (4000),08/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",BLACK BASALT,BX1.1CTA0-0050050050,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2023-11-13,2021-08-01,Basalt Cubes  All side cleft (natural split),5,5,5,48000,12,120,6,2400,15.9,16.25,USD/M2,1950
Dark Grey Granite Palisade 100258 (20),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-1000250080,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép 4mm",Common,2023-11-13,2021-07-01,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm,100,25,8,216,9,54,4.32,216,12.53,14.7,USD/PC,3175.2
Dark Grey Granite Palisades 100206 (30),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-1000200060,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm",Common,2023-11-13,2021-07-01,"Dark Grey Granite Palisade All sides sawn and flamed, all edges beveled 3mm",100,20,6,150,5,30,1.8,150,5.22,9.45,USD/PC,1417.5
Dark Grey Granite Palisade 2002510 (10),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-2000250100,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm",Common,2023-11-13,2021-07-01,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm.,200,25,10,40,4,20,2,80,5.8,37.5,USD/PC,1500
Dark Grey Granite Palisade 1202510 (18),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-1200250100,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm",Common,2023-11-13,2021-07-01,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm.,120,25,10,306,17,91.8,9.18,367.2,26.62,21.95,USD/PC,6716.7
Dark Grey Granite Palisade 1002510 (20),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX3.1DOX0-1000250100,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm.",Common,2023-11-13,2021-07-01,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm.,100,25,10,100,5,25,2.5,100,7.25,18.29,USD/PC,1829
Dark Grey Granite Tile 90603,07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0900600030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",90,60,3,200,8,108,3.24,180,9.4,22.85,USD/M2,2467.8
Dark Grey Granite Tile 80403,07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0800400030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",80,40,3,364,7,116.48,3.49,291.2,10.13,21.95,USD/M2,2556.74
Dark Grey Granite Tile 40403,07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX1.0DOX1-0400400030,Exterior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Tile G654  All sides sawn, top surface flamed and brushed 1-time, 4 top edges beveled 3mm",40,40,3,200,2,32,0.96,80,2.78,21.42,USD/M2,685.44
Dark Grey Granite Stair 2003515 (4),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-2000350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Block Steps   All sides sawn+flamed, all edges bevelled 3mm",200,35,15,40,10,28,4.2,80,12.18,74.56,USD/PC,2982.4
Dark Grey Granite Stair 1503515 (6),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-1500350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Block Steps   All sides sawn+flamed, all edges bevelled 3mm",150,35,15,60,10,31.5,4.73,90,13.7,53.24,USD/PC,3194.4
Dark Grey Granite Stair 1203515 (8),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-1200350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,Dark Grey Granite Stair G654   6 sides flamed with all edge beveled 5/5mm.,120,35,15,16,2,6.72,1.01,19.2,2.92,42.6,USD/PC,681.6
Dark Grey Granite Stair 1003515 (10),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-1000350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Block Stair G654   5 sides flamed, bottom sawn",100,35,15,100,10,35,5.25,100,15.23,35.5,USD/PC,3550
Dark Grey Granite Stair 803515 (10),07/A-X269/21,X26,Nhóm đầu 2,"{""city"":""Thannhausen"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86470"",""state"":null,""street"":""Röntgenstraße 2""}",GREY GRANITE,GX4.1DOX0-0800350150,STAIR,"GRANITE XÁM, Bậc thang-6 mặt đốt chải, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",Common,2023-11-13,2021-07-01,"Dark Grey Granite Block Stair G654   6 sides flamed, beveled 3mm",80,35,15,36,3,10.08,1.51,28.8,4.38,28.4,USD/PC,1022.4
